customer_id,avg_days_between_purchases,purchase_consistency,days_since_first_purchase,purchase_span_days,unique_products_bought,unique_categories_bought,preferred_category,category_concentration,product_diversity_level,avg_transaction_value,transaction_value_std,min_transaction_value,max_transaction_value,total_spending,transaction_count,spending_volatility,spending_trend,trend_direction,engagement_score,loyalty_indicator
316,,0.0,302.0,,3,,,,Low,2083302.6804123712,2007366.0802230972,300000.0,10150000.0,202080360.0,97,0.964,0.054,Stable,45.58,Medium
317,,,,,7,,,,Medium,9246200.0,20948196.330737192,1600000.0,68850000.0,92462000.0,10,2.266,-0.832,Declining,48.87,Medium
318,,0.0,668.0,,16,,,,High,2690807.369047619,3554573.4588465034,165000.0,21379200.0,226027819.0,84,1.321,-0.079,Stable,58.91,Medium
323,,,,0.0,1,,,,Low,4894000.0,0.0,4894000.0,4894000.0,4894000.0,1,0.0,0.0,Stable,10.9,Low
325,,0.0,,,42,,,,High,14315205.184285713,19903294.02221102,620000.0,120000000.0,959118747.3471428,67,1.39,0.535,Growing,65.91,Medium
327,,0.0,,,39,,,,High,4016337.287128713,3334472.0779031822,261500.0,19500000.0,405650066.0,101,0.83,0.044,Stable,63.43,Medium
329,,0.0,121.0,,61,,,,High,13032021.978021977,17358866.65461905,400000.0,94250000.0,1185914000.0,91,1.332,-0.026,Stable,67.05,Medium
335,,0.0,,,13,,,,High,2224627.863125,2278776.736155913,156756.76,9200000.0,35594045.81,16,1.024,0.568,Growing,46.46,Medium
336,,0.0,35.0,,17,,,,High,4959646.523809524,7311556.273612156,240000.0,40740000.0,208305154.0,42,1.474,0.574,Growing,58.76,Medium
339,,0.0,,,33,,,,High,4627149.149206349,4523038.462380675,244330.0,23020000.0,291510396.4,63,0.978,0.24,Growing,61.95,Medium
342,,0.0,678.0,,48,,,,High,24768777.83897436,57179996.13094729,0.0,380190000.0,1931964671.44,78,2.309,2.741,Growing,67.79,Medium
343,,0.0,121.0,,10,,,,Medium,635692.0909090909,596080.5573615792,60000.0,2280288.0,6992613.0,11,0.938,-0.474,Declining,33.77,Medium
346,0.0,1.0,217.0,0.0,2,,,,Low,3299780.0,2457592.0444207173,1562000.0,5037560.0,6599560.0,2,0.745,-0.69,Declining,48.67,Medium
347,0.0,1.0,884.0,0.0,2,,,,Low,3532900.0,311834.0905032675,3312400.0,3753400.0,7065800.0,2,0.088,0.133,Growing,49.16,Medium
348,,0.0,302.0,,34,,,,High,11748189.52570789,15536079.392708287,253890.1017123288,108000000.0,2102925925.1017122,179,1.322,-0.358,Declining,67.27,Medium
355,,,,0.0,1,,,,Low,15000000.0,0.0,15000000.0,15000000.0,15000000.0,1,0.0,0.0,Stable,18.32,Low
358,,0.0,277.0,-483.0,60,,,,High,31470240.46198473,85472925.74026002,250000.0,748123241.55,4122601500.52,131,2.716,0.994,Growing,69.08,Medium
359,,,,,7,,,,Medium,9047857.142857144,10542826.098483136,1200000.0,29000000.0,63335000.0,7,1.165,-0.434,Declining,46.36,Medium
362,,0.0,274.0,,40,,,,High,16520950.31884058,22408913.092106942,291954.5454545455,110250000.0,1139945572.0,69,1.356,-0.107,Declining,66.22,Medium
363,,,,,1,,,,Low,782460.0,0.0,782460.0,782460.0,1564920.0,2,0.0,0.0,Stable,6.19,Medium
367,,0.0,275.0,,84,,,,High,28964330.39510067,72488754.3662819,0.0,558000000.0,4315685228.87,149,2.503,-0.559,Declining,69.43,Medium
368,,0.0,579.0,,14,,,,High,97909164.70588236,99015755.77281213,4260000.0,287824000.0,1664455800.0,17,1.011,-0.224,Declining,64.28,Medium
374,,0.0,,,4,,,,Medium,5902125.0,4888523.4825339345,620000.0,14250000.0,47217000.0,8,0.828,2.562,Growing,39.17,Medium
376,,1.0,,,6,,,,Medium,10424000.0,12550144.740201207,241000.0,35720000.0,72968000.0,7,1.204,-0.687,Declining,76.03,High
383,,0.0,302.0,,111,,,,High,12694174.947078029,25025358.53738868,151351.4,270000000.0,8695509838.74845,685,1.971,0.079,Stable,69.85,Medium
390,,0.0,,,13,,,,High,59185190.47619048,112012039.46791568,340000.0,378000000.0,1242889000.0,21,1.893,-0.43,Declining,63.36,Medium
391,,1.0,1064.0,,3,,,,Low,2395000.0,2018378.8048827702,647000.0,4604000.0,7185000.0,3,0.843,4.053,Growing,53.76,High
392,,,,,2,,,,Low,130000000.0,155563491.86104044,20000000.0,240000000.0,260000000.0,2,1.197,-0.917,Declining,42.41,Medium
395,,0.0,704.0,,32,,,,High,12945839.510638298,17031536.743614182,867500.0,85920000.0,608454457.0,47,1.316,-0.445,Declining,64.18,Medium
396,,0.0,302.0,,9,,,,Medium,11151500.0,13529605.690745715,364000.0,44436000.0,200727000.0,18,1.213,-0.365,Declining,54.96,Medium
402,,,,,5,,,,Medium,4611428.571428572,2512557.983221008,1440000.0,7600000.0,32280000.0,7,0.545,0.117,Growing,38.95,Medium
403,,0.0,608.0,,48,,,,High,30610204.616351355,37022890.32353486,834234.2,180880580.0,2265155141.61,74,1.209,-0.5,Declining,68.14,Medium
406,,0.0,333.0,,68,,,,High,5137113.386861314,8259732.552687183,138000.0,67000000.0,703784534.0,137,1.608,-0.268,Declining,66.02,Medium
408,,0.0,333.0,,24,,,,High,3598931.8742857142,4713290.624087348,110811.0,17800000.0,100770092.48,28,1.31,-0.249,Declining,55.84,Medium
414,,0.0,,,27,,,,High,7265740.328358209,8798102.908204766,326000.0,53655000.0,486804602.0,67,1.211,-0.253,Declining,63.14,Medium
421,,,,,2,,,,Low,16800000.0,16970562.748477142,4800000.0,28800000.0,33600000.0,2,1.01,-0.833,Declining,29.83,Medium
425,,0.0,30.0,,52,,,,High,24638803.22234375,49329652.03548227,0.0,255000000.0,1576883406.23,64,2.002,-0.058,Stable,67.48,Medium
426,,,30.0,,4,,,,Medium,87410000.0,133512847.69639212,8900000.0,320450000.0,437050000.0,5,1.527,1.618,Growing,51.5,Medium
428,,,,,2,,,,Low,78326571.42857143,89905973.98552398,1380000.0,174356000.0,548286000.0,7,1.148,34.265,Growing,44.91,Medium
431,,0.0,213.0,,52,,,,High,5464965.30726257,8517986.869884094,134000.0,58280000.0,978228790.0,179,1.559,0.447,Growing,66.44,Medium
436,,1.0,153.0,,3,,,,Low,1883333.3333333333,2577873.800893545,390000.0,4860000.0,5650000.0,3,1.369,5.744,Growing,52.24,High
437,,0.0,584.0,,13,,,,High,15711533.333333334,24785550.549676612,980000.0,107500000.0,471346000.0,30,1.578,0.952,Growing,60.71,Medium
445,,,,,10,,,,Medium,8123920.0,10142777.317448385,860000.0,33066500.0,97487040.0,12,1.249,0.07,Stable,52.0,Medium
449,,,,0.0,1,,,,Low,78636800.0,0.0,78636800.0,78636800.0,78636800.0,1,0.0,0.0,Stable,29.31,Low
460,,0.0,274.0,,101,,,,High,17018019.758707296,32828199.49563742,0.0,254000000.0,2910081378.7389474,171,1.929,0.738,Growing,68.98,Medium
463,,0.037,,,28,,,,High,13828597.463243242,16740703.620914044,648930.0,73720000.0,511658106.14,37,1.211,0.1,Stable,64.59,Medium
466,,,703.0,,7,,,,Medium,3638600.0,1968132.346498409,1700000.0,7000000.0,36386000.0,10,0.541,0.51,Growing,42.33,Medium
467,,1.0,,,12,,,,High,14672000.0,28257882.71036468,720000.0,75000000.0,176064000.0,12,1.926,0.046,Stable,86.3,High
471,,0.0,302.0,,39,,,,High,44143074.0,114307192.85111141,0.0,547641400.0,1986438330.0,45,2.589,-0.852,Declining,67.36,Medium
472,,1.0,95.0,,5,,,,Medium,5450000.0,8045077.998378885,300000.0,26860000.0,59950000.0,11,1.476,0.129,Growing,73.08,High
476,,,,,9,,,,Medium,55236666.666666664,79322334.53920782,2788000.0,238400000.0,497130000.0,9,1.436,0.435,Growing,58.5,Medium
500,,,,,7,,,,Medium,1454178.6342857142,736133.9477130669,399999.99,2420000.0,10179250.44,7,0.506,-0.187,Declining,34.03,Medium
501,,,645.0,0.0,1,,,,Low,10400000.0,0.0,10400000.0,10400000.0,10400000.0,1,0.0,0.0,Stable,15.72,Low
502,,,944.0,0.0,1,,,,Low,78636800.0,0.0,78636800.0,78636800.0,78636800.0,1,0.0,0.0,Stable,29.31,Low
505,,0.0,,,7,,,,Medium,5320763.8637037035,4240218.061135961,770000.0,15510000.0,143660624.32,27,0.797,0.122,Growing,51.82,Medium
506,,0.0,274.0,,46,,,,High,52588614.67213115,136218803.4432371,0.0,940908224.0,3207905495.0,61,2.59,1.404,Growing,68.47,Medium
550,0.0,1.0,914.0,0.0,2,,,,Low,1567000.0,1350573.9520663058,612000.0,2522000.0,3134000.0,2,0.862,-0.757,Declining,45.28,Medium
600,428.0,,822.0,428.0,2,,,,Low,102038187.5,761112.0615996701,101500000.0,102576375.0,204076375.0,2,0.007,0.011,Stable,41.13,Medium
603,,,914.0,0.0,1,,,,Low,10809000.0,0.0,10809000.0,10809000.0,10809000.0,1,0.0,0.0,Stable,16.01,Low
700,,,,,5,,,,Medium,26814000.0,22241470.09529721,10004000.0,58072000.0,134070000.0,5,0.829,-0.78,Declining,48.78,Medium
755,,,277.0,,5,,,,Medium,2179503.8,2791417.552857365,243243.0,6982206.0,10897519.0,5,1.281,-0.88,Declining,31.78,Medium
856,,0.0,,,11,,,,High,5900318.428571428,12107273.534514472,470000.0,45000000.0,82604458.0,14,2.052,-0.883,Declining,51.38,Medium
911,,1.0,,,4,,,,Medium,11392400.0,9973152.27498307,1325000.0,25990000.0,56962000.0,5,0.875,-0.197,Declining,70.45,High
912,,,853.0,0.0,1,,,,Low,2926800.0,0.0,2926800.0,2926800.0,2926800.0,1,0.0,0.0,Stable,8.79,Low
913,,0.0,249.0,,71,,,,High,3297385.8523529414,4187076.1010743347,108200.0,33000000.0,504500035.41,153,1.27,0.19,Growing,64.93,Medium
1050,,1.0,,,4,,,,Medium,11903422.75,12541170.29779628,1383278.0,29530413.0,47613691.0,4,1.054,-0.46,Declining,69.27,High
1051,,,822.0,0.0,1,,,,Low,127000000.0,0.0,127000000.0,127000000.0,127000000.0,1,0.0,0.0,Stable,32.72,Low
1052,,,,0.0,1,,,,Low,85785600.0,0.0,85785600.0,85785600.0,85785600.0,1,0.0,0.0,Stable,30.02,Low
1103,,0.0,121.0,,10,,,,Medium,12016181.818181818,26194541.064712495,1220000.0,135000000.0,396534000.0,33,2.18,-0.774,Declining,58.73,Medium
1150,,,,,9,,,,Medium,15807692.307692308,24273723.84350554,1470000.0,92000000.0,205500000.0,13,1.536,1.344,Growing,55.11,Medium
1152,0.0,1.0,792.0,0.0,2,,,,Low,36500000.0,51618795.02661797,0.0,73000000.0,73000000.0,2,1.414,-1.0,Declining,65.04,Medium
1153,,0.0,,,27,,,,High,7847145.75,12944074.355062565,236000.0,53306250.0,251108664.0,32,1.65,-0.811,Declining,60.93,Medium
1200,,0.0,,,22,,,,High,6359246.107297298,5481430.359768797,946847.0,22972972.95,235292105.97,37,0.862,-0.176,Declining,60.17,Medium
1203,,1.0,610.0,,12,,,,High,41298243.75,63671252.37009718,0.0,225578925.0,495578925.0,12,1.542,0.002,Stable,90.48,High
1204,,,,,3,,,,Low,23575000.0,21300161.971215148,9240000.0,55200000.0,94300000.0,4,0.904,-0.688,Declining,41.3,Medium
1301,,1.0,554.0,,2,,,,Low,23886666.666666668,12850001.297016796,9200000.0,33060000.0,71660000.0,3,0.538,-0.281,Declining,64.79,High
1350,,,,0.0,1,,,,Low,15522000.0,0.0,15522000.0,15522000.0,15522000.0,1,0.0,0.0,Stable,18.47,Low
1351,,,,,2,,,,Low,42913351.5,21090663.95173714,28000000.0,57826703.0,85826703.0,2,0.491,-0.516,Declining,36.31,Medium
1400,,1.0,,,8,,,,Medium,8700000.0,6625141.50792268,1000000.0,20400000.0,78300000.0,9,0.762,0.582,Growing,78.45,High
1450,,0.0,613.0,,8,,,,Medium,7878750.0,11149150.432079695,840000.0,34000000.0,63030000.0,8,1.415,-0.527,Declining,47.13,Medium
1451,,,,,13,,,,High,22321620.714285713,33261471.1774196,2420000.0,130550000.0,312502690.0,14,1.49,-0.646,Declining,59.58,Medium
1452,,,,0.0,1,,,,Low,31500000.0,0.0,31500000.0,31500000.0,31500000.0,1,0.0,0.0,Stable,23.04,Low
1453,,0.0,302.0,,24,,,,High,199369810.46666667,470856906.1604317,0.0,2233140000.0,4984245261.666667,25,2.362,4.378,Growing,67.73,Medium
1500,,,,,3,,,,Low,5585177.333333333,5523450.840329923,800300.0,11629632.0,16755532.0,3,0.989,0.437,Growing,29.95,Medium
1550,,,,,4,,,,Medium,11953000.0,16324168.871135013,552000.0,36000000.0,47812000.0,4,1.366,10.542,Growing,39.32,Medium
1600,,0.0,,,11,,,,High,9354587.368421054,7782944.708960319,2304000.0,38600000.0,355474320.0,38,0.832,-0.084,Stable,59.14,Medium
1700,,,394.0,,2,,,,Low,12300000.0,2474873.7341529164,10550000.0,14050000.0,24600000.0,2,0.201,0.332,Growing,27.42,Medium
1701,,0.0,,,22,,,,High,32094951.80645161,44140640.533476345,162162.0,174000000.0,994943506.0,31,1.375,-0.71,Declining,64.88,Medium
1702,,,497.0,,3,,,,Low,22470026.666666668,18292468.861751094,3164800.0,39545280.0,67410080.0,3,0.814,-0.135,Declining,38.94,Medium
1703,,1.0,,,9,,,,Medium,22432307.692307692,25828943.347755022,0.0,91350000.0,583240000.0,26,1.151,0.207,Growing,89.14,High
1750,,,,,7,,,,Medium,23118571.42857143,31617372.56033536,0.0,90300000.0,161830000.0,7,1.368,-0.741,Declining,52.16,Medium
1801,,,,,2,,,,Low,9995272.5,2835112.819362309,7990545.0,12000000.0,19990545.0,2,0.284,-0.334,Declining,26.34,Medium
1850,,0.0,,,15,,,,High,6402132.80952381,11171778.958374329,0.0,66300000.0,403334367.0,63,1.745,4.194,Growing,60.89,Medium
1852,,0.581,277.0,,15,,,,High,8634374.389809525,8548169.600354576,1050000.0,28000000.0,129515615.84714286,15,0.99,-0.379,Declining,73.41,High
1900,,0.0,60.0,,46,,,,High,5168775.189502165,4933012.974584329,200000.0,23875000.0,341139162.50714284,66,0.954,0.135,Growing,63.21,Medium
1950,,,,,4,,,,Medium,13483333.333333334,5221557.877364443,4050000.0,17500000.0,80900000.0,6,0.387,-0.398,Declining,43.0,Medium
1951,,0.0,243.0,,16,,,,High,8403768.333333334,8691707.113408715,840000.0,31600000.0,151267830.0,18,1.034,-0.525,Declining,56.89,Medium
1953,,,,,7,,,,Medium,5585769.230769231,9124573.945796466,154000.0,34500000.0,72615000.0,13,1.634,4.264,Growing,47.05,Medium
1954,,,,,7,,,,Medium,7612514.285714285,9202129.691078505,1180000.0,27870600.0,53287600.0,7,1.209,2.215,Growing,44.99,Medium
2000,,0.0,,,6,,,,Medium,10118666.666666666,14297831.691087522,260000.0,38500000.0,60712000.0,6,1.413,-0.748,Declining,44.9,Medium
2001,,0.0,,,2,,,,Low,13852111.06,13456114.544910995,854808.0,39231636.0,692605553.0,50,0.971,-0.098,Stable,45.65,Medium
2002,,,,,21,,,,High,62347809.52380952,82769409.3053823,0.0,325890000.0,1309304000.0,21,1.328,0.603,Growing,65.34,Medium
2051,,,,,2,,,,Low,4992582.458333333,117227.05256299407,4779530.0,5174709.0,119821979.0,24,0.023,-0.021,Stable,38.57,Medium
2052,0.0,1.0,460.0,0.0,4,,,,Medium,70237500.0,68453960.26284139,4350000.0,136456000.0,280950000.0,4,0.975,-0.186,Declining,80.18,High
2102,,,,0.0,1,,,,Low,2684684.68,0.0,2684684.68,2684684.68,2684684.68,1,0.0,0.0,Stable,8.35,Low
2150,,,,,5,,,,Medium,276000000.04,300296398.41080296,0.0,722652900.0,1380000000.2,5,1.088,-0.595,Declining,56.74,Medium
2200,,0.0,,,66,,,,High,56905998.029292926,235104659.5817427,0.0,2311245263.0,5633693804.9,99,4.131,1.346,Growing,69.43,Medium
2201,,0.0,,,21,,,,High,7038550.0,7904121.927449827,161000.0,28973675.0,190040850.0,27,1.123,-0.093,Stable,58.95,Medium
2202,,,,0.0,1,,,,Low,7650000.0,0.0,7650000.0,7650000.0,7650000.0,1,0.0,0.0,Stable,13.46,Low
2203,,0.0,333.0,,34,,,,High,5666426.596774193,9468569.954302887,203604.0,52250000.0,351318449.0,62,1.671,0.24,Growing,62.7,Medium
2250,,,551.0,,1,,,,Low,51000000.0,0.0,51000000.0,51000000.0,102000000.0,2,0.0,0.0,Stable,31.15,Medium
2300,,0.0,333.0,,44,,,,High,32075889.69246154,44991519.62334194,1519819.84,270000000.0,2084932830.01,65,1.403,-0.108,Declining,67.83,Medium
2302,,1.0,,,10,,,,Medium,4031065.7870000005,4956312.36356256,527000.0,16720000.0,40310657.870000005,10,1.23,1.598,Growing,75.56,High
2350,,,,,3,,,,Low,18192261.333333332,10812063.393440003,7029504.0,28615680.0,54576784.0,3,0.594,-0.059,Stable,37.42,Medium
2351,,,,,5,,,,Medium,14668168.181666667,10667220.102587199,4306306.32,31837837.92,88009009.09,6,0.727,-0.254,Declining,45.88,Medium
2352,,1.0,,,18,,,,High,43707727.44590909,27889405.376103833,9004031.0,104829450.0,961570003.8100001,22,0.638,0.315,Growing,94.06,High
2353,,,,,4,,,,Medium,2871080.0,1736004.5599018454,1655400.0,5700000.0,14355400.0,5,0.605,0.174,Growing,31.6,Medium
2354,,,428.0,,3,,,,Low,19486701.333333332,15392348.874886421,7200000.0,36752198.0,58460104.0,3,0.79,0.515,Growing,37.96,Medium
2355,,,,,4,,,,Medium,31308000.0,34386962.29677754,6480000.0,79740000.0,125232000.0,4,1.098,-0.878,Declining,46.15,Medium
2356,,0.16,1064.0,,5,,,,Medium,5900777.777777778,3657813.478629609,2400000.0,14400000.0,53107000.0,9,0.62,-0.128,Declining,46.89,Medium
2400,,,,0.0,1,,,,Low,38618896.0,0.0,38618896.0,38618896.0,38618896.0,1,0.0,0.0,Stable,24.17,Low
2451,,,,,8,,,,Medium,7817500.0,7222173.344512151,827500.0,25350000.0,93810000.0,12,0.924,-0.611,Declining,49.73,Medium
2500,,0.0,302.0,,47,,,,High,15088107.594936708,33543407.74035165,100000.0,283500000.0,2383921000.0,158,2.223,-0.474,Declining,68.23,Medium
2501,,0.0,,,12,,,,High,5818333.333333333,6973545.313062311,423000.0,24400000.0,122185000.0,21,1.199,2.154,Growing,54.73,Medium
2650,,,,,1,,,,Low,3874000.0,1581553.8772570055,1937000.0,5811000.0,15496000.0,4,0.408,-0.4,Declining,18.42,Medium
2700,,,,0.0,1,,,,Low,16144142.0,0.0,16144142.0,16144142.0,16144142.0,1,0.0,0.0,Stable,18.81,Low
2750,,,274.0,,3,,,,Low,4142000.0,3568009.529135257,876000.0,7950000.0,12426000.0,3,0.861,-0.718,Declining,27.54,Medium
2751,,,,,10,,,,Medium,61769230.76923077,222712128.7844295,0.0,803000000.0,803000000.0,13,3.606,-1.0,Declining,60.89,Medium
2850,,,,,2,,,,Low,37775000.0,38204979.38750916,10760000.0,64790000.0,75550000.0,2,1.011,-0.834,Declining,35.28,Medium
2900,,,1064.0,0.0,1,,,,Low,106126082.0,0.0,106126082.0,106126082.0,106126082.0,1,0.0,0.0,Stable,31.25,Low
2950,,,,,5,,,,Medium,32664000.0,30067186.931936286,250000.0,69800000.0,163320000.0,5,0.92,-0.172,Declining,49.47,Medium
2951,0.0,1.0,1064.0,0.0,2,,,,Low,7074000.0,6287593.49831078,2628000.0,11520000.0,14148000.0,2,0.889,-0.772,Declining,54.18,Medium
3000,,0.0,,,8,,,,Medium,2625169.196666667,4004993.8205669816,399999.99,13020000.0,23626522.77,9,1.526,-0.506,Declining,40.2,Medium
3050,,,,,2,,,,Low,2016666.6666666667,144337.56729740644,1850000.0,2100000.0,6050000.0,3,0.072,0.135,Growing,18.13,Medium
3100,109.0,0.0,1064.0,545.0,6,,,,Medium,18400270.333333332,10655948.686366722,7100000.0,30900000.0,110401622.0,6,0.579,-0.34,Declining,48.88,Medium
3150,,1.0,33.0,,57,,,,High,51043774.277777776,169296755.5333109,0.0,1371330588.0,3675151748.0,72,3.317,0.358,Growing,98.85,High
3250,,0.0,280.0,,20,,,,High,6731111.428571428,6357172.419853649,402000.0,25200000.0,235588900.0,35,0.944,-0.253,Declining,59.88,Medium
3251,,,,,1,,,,Low,1897297.3,71347.71061782565,1846846.85,1947747.75,3794594.6,2,0.038,-0.052,Stable,9.67,Medium
3300,483.0,0.0,974.0,966.0,3,,,,Low,4329657.333333333,3519505.3686933527,736000.0,7770000.0,12988972.0,3,0.813,-0.664,Declining,27.99,Medium
3350,,0.0,,,17,,,,High,183266292.4466667,477819102.5369662,0.0,2070430000.0,4398391018.72,24,2.607,-0.906,Declining,66.57,Medium
3400,,,,,2,,,,Low,24200000.0,28001428.534987282,4400000.0,44000000.0,48400000.0,2,1.157,-0.9,Declining,32.19,Medium
3401,,,760.0,0.0,1,,,,Low,7800000.0,0.0,7800000.0,7800000.0,7800000.0,1,0.0,0.0,Stable,13.56,Low
3403,,0.0,,,24,,,,High,19468893.707317073,62052680.00871575,0.0,387760000.0,798224642.0,41,3.187,-0.745,Declining,64.58,Medium
3405,,,760.0,0.0,1,,,,Low,900000.0,0.0,900000.0,900000.0,900000.0,1,0.0,0.0,Stable,4.96,Low
3450,,0.0,,,9,,,,Medium,50835217.39130435,56506437.91716973,0.0,217500000.0,1169210000.0,23,1.112,0.409,Growing,60.81,Medium
3451,,0.0,90.0,,32,,,,High,164660590.14583334,286214836.5643401,0.0,1566012800.0,7903708327.0,48,1.738,0.013,Stable,68.31,Medium
3500,0.0,1.0,436.0,0.0,10,,,,Medium,56048000.0,64920067.46388219,2174900.76,183375000.0,560480000.0,10,1.158,-0.389,Declining,89.81,High
3600,,1.0,333.0,-550.0,11,,,,High,7263125.0,11735143.071844786,0.0,45400000.0,116210000.0,16,1.616,1.038,Growing,83.78,High
3601,,0.0,309.0,,53,,,,High,5887251.605606558,6204677.656367273,255449.55,34774774.75,1795611739.71,305,1.054,-0.328,Declining,67.83,Medium
3650,,,,,5,,,,Medium,15127268.0,10670936.381235247,2205900.0,28500000.0,75636340.0,5,0.705,3.967,Growing,44.75,Medium
3700,,0.0,,,4,,,,Medium,55605833.870000005,78341584.34136763,720000.0,453000000.0,2224233354.8,40,1.409,-0.524,Declining,55.49,Medium
3701,,1.0,98.0,,5,,,,Medium,4355536.363636363,4154687.3967298013,360000.0,10950000.0,47910900.0,11,0.954,-0.462,Declining,71.5,High
3750,,,650.0,,1,,,,Low,11261261.25,0.3535533905932738,11261261.0,11261261.5,22522522.5,2,0.0,0.0,Stable,20.63,Medium
3752,,0.0,,,42,,,,High,42483358.71384957,77708835.68310782,301208.1049122807,453050000.0,3696052208.1049123,87,1.829,-0.201,Declining,68.42,Medium
3753,,0.0,,,19,,,,High,10383362.7759375,15783056.743487623,609000.0,63750000.0,332267608.83,32,1.52,2.253,Growing,61.2,Medium
3755,,,,,3,,,,Low,18260000.0,5387027.844739621,14557000.0,24440000.0,54780000.0,3,0.295,-0.379,Declining,37.47,Medium
3800,,0.0,214.0,,17,,,,High,17308090.944444444,27279928.93999654,266000.0,94500000.0,311545637.0,18,1.576,-0.481,Declining,60.58,Medium
3801,,,466.0,0.0,1,,,,Low,85000000.0,0.0,85000000.0,85000000.0,85000000.0,1,0.0,0.0,Stable,29.97,Low
3802,,,,,2,,,,Low,64777777.777777776,33751954.675906464,30000000.0,150000000.0,583000000.0,9,0.521,-0.399,Declining,45.16,Medium
3850,,1.0,582.0,,12,,,,High,7778533.333333333,6389170.311289774,445000.0,20160000.0,116678000.0,15,0.821,0.074,Stable,84.39,High
3851,,,,,6,,,,Medium,35216419.333333336,39606873.51353452,0.0,102000000.0,211298516.0,6,1.125,-0.196,Declining,52.46,Medium
3852,,0.0,,,39,,,,High,12881770.674157303,19936752.778852288,134000.0,134850000.0,1146477590.0,89,1.548,0.14,Growing,66.18,Medium
3900,,,222.0,,6,,,,Medium,58919447.334285714,69696357.2987697,0.0,187000000.0,530275026.00857145,9,1.183,-0.325,Declining,55.8,Medium
3901,,0.0,459.0,,10,,,,Medium,3957390.0,4764942.1063173,570000.0,16934400.0,39573900.0,10,1.204,-0.505,Declining,45.36,Medium
3902,,,672.0,,3,,,,Low,124745285.43333334,156153071.52834815,6600000.0,301780000.0,374235856.3,3,1.252,1.341,Growing,48.38,Medium
4001,,,,,2,,,,Low,4785000.0,2821356.0569343246,2790000.0,6780000.0,9570000.0,2,0.59,1.43,Growing,21.47,Medium
4050,,,,,2,,,,Low,854500.0,318905.15831513295,629000.0,1080000.0,1709000.0,2,0.373,-0.418,Declining,12.73,Medium
4051,,0.0,,,34,,,,High,70703483.05423729,296860486.6976998,0.0,1624800000.0,4171505500.2,59,4.199,-0.179,Declining,68.15,Medium
4052,,,,,5,,,,Medium,482600.0,431606.6496244005,148000.0,1176000.0,2413000.0,5,0.894,-0.773,Declining,23.57,Medium
4100,,,,,2,,,,Low,3410000.0,2107178.2079359116,1920000.0,4900000.0,6820000.0,2,0.618,-0.608,Declining,18.72,Medium
