product_id,product_code,product_name,total_quantity_sold,total_revenue,order_count,unique_customers,avg_price,product_category,revenue_contribution_pct
12350,Umum-071,Google Maps Core API Static Maps,1,85000000.0,1,1,85000000.0,,0.03105729948677943
12400,Umum-072,Directions,1,245000000.0,1,1,245000000.0,,0.08951809852071718
12401,Umum-073,Lokal Support Managed Billing Account GMP Restrictions & Alert management Support & Technical Issue Analysis 8x5 office hour Product Knowledge,1,0.0,1,1,0.0,,0.0
1250,SonicWall-006,02-SSC-2825 . SonicWall TZ370,2,10925280.0,2,2,5462640.0,,0.003991878740434371
12500,SonicWall-075,02-SSC-5660 TZ670 SECURE UPGRADE PLUS - ESSENTIAL EDITION 3YR,2,102840024.0,2,2,51420012.0,,0.03757568734818334
1251,TPLK-072,EAP-223,280,175608300.0,11,6,627172.5,,0.06416375959369656
12550,TPLK-131,VIGI C540(4mm),4,3200000.0,2,1,800000.0,,0.001169215980678755
12600,SonicWall-076,02-SSC-4324 SONICWALL NSa 2700,1,26000000.0,1,1,26000000.0,,0.009499879843014883
12650,Robustel-117,E003204 4G Cellular Magnetic Antenna,78,0.0,2,1,0.0,,0.0
12700,Robustel-118,E003217 WiFi/BT Magnetic Antenna,78,0.0,2,1,0.0,,0.0
12750,Quest-049,DBD-TOD-KS TOAD FOR ORACLE DBA RAC EDITION PER SEAT MAINTENANCE RENEWAL PACK .,2,70560000.0,2,1,35280000.0,,0.02578121237396655
12800,Quest-050,DVC-TOD-KS TOAD FOR SQL SERVER DEVELOPER EDITION PER SEAT MAINTENANCE RENEWAL PACK Start Date: 16/5/2024 End Date: 15/5/2025,1,6195000.0,1,1,6195000.0,,0.002263529062595277
12850,TPLK-096,ER7206,7,9395950.0,6,5,1342278.571428571,,0.003433092154268296
12851,Sangfor-090,"NGAF58 M5800-F-I, hardware appliance, 10 x GE RJ45 + 4 x SFP + 2 x 10G SFP+, 1 x available NIC slot. Default with 64G SSD + 480G SSD. Support 67 Gbps Firewall Throughput, 26.5 Gbps Threat Prevention Throughput.",1,289798320.0,1,1,289798320.0,,0.1058865084118299
12852,Sangfor-092,"HSDS-3100A-1Y NSF-3100A-I, Network Secure, Same Day Shipment Hardware Service, 1 Year.",1,6385564.0,1,1,6385564.0,,0.002333157335764673
12853,TPLK-134,EAP653,95,120270460.0,9,5,1266004.842105263,,0.04394441994862031
12900,Sangfor-091,NIC-O4-10G 4*10GbE SFP+ NIC,1,9746667.0,1,1,9746667.0,,0.003561237129610706
12901,SonicWall-077,01-SSC-1560 ADVANCED GATEWAY SECURITY SUITE BUNDLE FOR NSA 6600 1YR,1,189296237.0,1,1,189296237.0,,0.06916505793211032
12950,TLTO-027,RUT200015000 / RUT200 LTE Cat 4 Route,20,35000000.0,2,1,1750000.0,,0.01278829978867388
1300,TLTO-012,RUT955Z033B0,51,155100000.0,4,3,3041176.470588235,,0.0566704370635234
13000,TPLK-133,TL-SG3452XP,26,271470500.0,6,4,10441173.07692308,,0.09918988965089125
13001,SonicWall-078 (Non-Aktif),"02-SSC-5359 NETWORK SECURITY MANAGER ADVANCED WITH MANAGEMENT, REPORTING, AND ANALYTICS FOR NSa6600/NSa6650 1YR",1,28583561.0,1,1,28583561.0,,0.01044386134559563
13103,Quest-052,ADM-APX-TK APEXSQL OPERATIONS PLUS TOOLKIT FOR SQL SERVER PER INSTANCE TERM LICENSE/MAINT PACK Start Date: 29/5/2024 End Date: 28/5/2025,1,34000000.0,1,1,34000000.0,,0.01242291979471177
13203,TLTO-029,"PR3PUEU3 / EU power supply, 9W",1,150000.0,1,1,150000.0,,5.480699909431664e-05
13204,SonicWall-079,02-SSC-6819 SONICWALL TZ370 TOTALSECURE - ADVANCED EDITION 1YR,5,87755865.0,3,3,17551173.0,,0.03206423742383982
13251,Quantum - 029,"SSC36-RLM1-GL10. Quantum Scalar i6 and AEL6 Encryption Key Management Solution, per drive; Software Support Plan, Gold (7x24TS); Uplift/Renewal, annual, all zones",4,0.0,1,1,0.0,,0.0
13302,Quantum - 026,AC-PPKG Premium Package Installation & Professional Services Includes the following services,1,184900000.0,1,1,184900000.0,,0.0675587608835943
13303,Quantum - 028,"SSC36-RTDX-CG12. Quantum Scalar i6 and AEL6, Tape Drive Module, Full Height; Support Plan, Gold (7x24x4 CRU); Uplift/Renewal, annual, zone 2",4,0.0,1,1,0.0,,0.0
13352,Quantum - 027,"SSC36-RSJ0-CG12. Quantum Scalar i6 Library, 6U Control Module, 50 licensed slots, no tape drives; Support Plan, Gold (7x24x4 CRU); Uplift/Renewal, annual, zone 2",2,0.0,1,1,0.0,,0.0
13451,Quest-051,TOD-TOD-PB TOAD FOR ORACLE BASE EDITION PER SEAT LICENSE/MAINT,7,141780000.0,3,3,20254285.71428571,,0.05180357554394809
13452,TLTO-028,RUT956200000 / RUT956 LTE Cat 4 Router,41,150500000.0,3,3,3670731.707317073,,0.0549896890912977
1350,Sponsor-001,Sponsorship Event Immersion Cooling - Shell,15,303587914.0,15,4,20239194.26666667,,0.1109249501842899
13500,TPLK-135,Tapo C110,10,2750000.0,1,1,275000.0,,0.001004794983395805
13501,RSMB-235,RG-S6510-32CQ,2,800000000.0,1,1,400000000.0,,0.2923039951696887
13551,GIGA-029,SSD 960GB U.2,2,0.0,1,1,0.0,,0.0
13600,SonicWall-080,02-SSC-9942 ADVANCED PROTECTION SERVICE SUITE FOR NSSP 1070 1 YR,2,577805935.0,2,1,288902967.5,,0.2111187290415718
13650,GIGA-027,Imersion R282-P91 (Rev. 100),2,300000000.0,1,1,150000000.0,,0.1096139981886333
13651,GIGA-028,RAM32GB DDR4-3200 RDIMM,8,0.0,1,1,0.0,,0.0
13652,GIGA-032,Acc : 4U Immersion Tank,1,1000000000.0,1,1,1000000000.0,,0.365379993962111
13700,GIGA-030,NVIDIA BLUEFIELD 3 200GBE 2 ports,1,0.0,1,1,0.0,,0.0
13750,GIGA-031,Service : Immersion conversion rework fee,1,0.0,1,1,0.0,,0.0
13751,RSMB-236,[INT]9x5xNBD Standard AHR Service,2,0.0,1,1,0.0,,0.0
13800,Vinchin-001,Renewal Support Vinchin Backup 1 tahun 8 socket,1,24000000.0,1,1,24000000.0,,0.008769119855090662
13851,Quest-053,ZAA-APX-TB-247 APEXSQL LOG PER INSTANCE 24X7 TERM LICENSE/MAINT .,2,34912000.0,2,1,17456000.0,,0.01275614634920522
13900,RSMB-237,RG-ES08G-L,75,17381540.41,17,10,231753.8721333333,,0.006350867130057987
13950,SonicWall-082,02-SSC-6797 SONICWALL TZ470 SECURE UPGRADE PLUS - ESSENTIAL EDITION 3YR,1,33637032.0,1,1,33637032.0,,0.01229029854906333
14000,TPLK-137 (Non-Aktif),TL-SG3452P,1,10300000.0,1,1,10300000.0,,0.003763413937809743
1401,SonicWall-008,01-SSC-6112 . Firewall SSL VPN 100 User License,3,41830000.0,3,2,13943333.33333333,,0.0152838451474351
1402,Sangfor-003,"NSF-1050A-I, PM-1050A-1Y, Premium Bundle 1 Year",1,3591994.0,1,1,3591994.0,,0.001312442746031939
1403,Sangfor-004,"NSF-1050A-I,  STS-1050A-1Y, Software Upgrade, 24*7 Technical Support Services, 1YR",1,577886.0,1,1,577886.0,,0.0002111479831907885
1404,Sangfor-005,"NSF-1050A-I, HRTF-1050A-1Y, Hardware Service,  1YR",1,577886.0,1,1,577886.0,,0.0002111479831907885
14050,Quest-054,DBF-TOD-KS TOAD FOR ORACLE DBA EDITION PER SEAT MAINTENANCE RENEWAL PACK .,7,169327463.75,4,1,24189637.67857143,,0.06186886768259456
14051,TPLK-138,TAPO C100,10,2200000.0,1,1,220000.0,,0.000803835986716644
1408,ALTAI-011,Indoor 56VDC AC/DC PoE injector ( SD.PE-8N00-00),17,16950000.0,3,3,997058.8235294118,,0.006193190897657781
14100,RSMB-238,RG-ES116G-L,112,79143766.58,27,15,706640.7730357143,,0.02891754895513911
14101,GIGA-035,Components : RAM 32GB DDR4 3200MHz ECC RDIMM,4,90000000.0,1,1,22500000.0,,0.03288419945658998
14102,GIGA-037,Components : RAIDCARD MEGARAID 9560-16i,1,22500000.0,1,1,22500000.0,,0.008221049864147496
1413,SonicWall-011,02-SSC-6794 TZ470 TOTALSECURE - ADVANCED EDITION 1YR,3,50682000.0,2,2,16894000.0,,0.0185181888539877
1414,SonicWall-012,Sonicwall Capture Client Premiere MSSP Protect Tier Per Endpoint 1YR,3,2034000.0,1,1,678000.0,,0.0007431829077189337
1415,Sangfor-033,"STS-3100-A-1Y. NSF-3100-A-I , SOFTWARE UPGRADE , 1 YEAR",1,3302208.0,1,1,3302208.0,,0.001206560739101634
14150,GIGA-033,"G292-Z43.Support up to16x single slot GPUs.Dual AMD EPYC 7002 series processors 8-channel DDR4 RDIMM/LRIMM, 16x DIMMs.2x00 Gb/s.4x2.5"" Gen4. components : CPU AMD 7413,RAM 32GB DDR5 4800MHz,SSD 1920GB SATA.RAIDCARD Mega RAID9560,warranty 3Y",2,286310250.0,2,2,143155125.0,,0.1046120374162905
14200,GIGA-034,Components : CPU AMD 7413,2,45000000.0,1,1,22500000.0,,0.01644209972829499
14201,GIGA-038,Components : GPU NVIDIA A10,1,22500000.0,1,1,22500000.0,,0.008221049864147496
14202,SonicWall-083,02-SSC-6845 SONICWALL TZ270 SECURE UPGRADE PLUS - ADVANCED EDITION 3YR,12,208994000.0,4,2,17416166.66666667,,0.07636222645811741
14203,Umum-084,Kabel aoc QSFP28 100gbe,20,34800000.0,1,1,1740000.0,,0.01271522378988146
14250,GIGA-036,Components : SSD SATA 1920GB SA50P,2,45000000.0,1,1,22500000.0,,0.01644209972829499
14300,GIGA-039,Components : NIC CLN4222,1,22500000.0,1,1,22500000.0,,0.008221049864147496
14301,Umum-086,Software cloud drive multitenance repository data repository,2,0.0,1,1,0.0,,0.0
14303,TPLK-139,Deco E4(3-pack),2,1797297.0,2,2,898648.5,,0.0006566963670081201
14350,Umum-085,Kabel aoc QSFP28 1000gbe,6,0.0,1,1,0.0,,0.0
14400,RSMB-239,RG-EW300T,58,30317916.67,14,10,522722.7012068966,,0.01107756020982838
14402,SonicWall-085,02-SSC-8200. SonicWall NSA2700 Secure Upgrade Plus - Advanced Edition 3YR,1,82551150.5,1,1,82551150.5,,0.03016253887125531
14450,Umum-087,Jasa Service Ellipse,1,800000000.0,1,1,800000000.0,,0.2923039951696887
14451,Umum-089,Cx-ConcurrentScans-Subscription,8,1468748822.4,2,1,183593602.8,,0.5366514358603696
14452,TPLK-141,VIGI NVR1004H-4P,8,6454009.0,3,3,806751.125,,0.002358165769451409
14453,TPLK-143,EAP610-Outdoor,171,264589634.0,26,14,1547307.801169591,,0.09667575887335714
1450,RENT-005,RG-SAP825-SP,1100,1657308164.944444,35,19,1506643.786313131,,0.6055472473007582
14500,RSMB-240,RG-NBF5200M-8FS16GT4XS,4,27080000.0,3,3,6770000.0,,0.009894490236493964
14501,RSMB-241,OM-GE-SFP-10KM-SM1490,12,5783325.0,3,3,481943.75,,0.002113111253580925
14502,RSMB-245,RG-ES05G-L,35,5270297.28,10,5,150579.9222857143,,0.00192566118834493
14503,Umum-088,Cx-SDLC-Projects-Subscription,41,1688316305.68,2,1,41178446.48,,0.6168770015754919
14505,TPLK-140,EAP225,76,57617000.0,13,9,758118.4210526316,,0.02105209911211494
1455,ALTAI-004,"5G 20dBi panel antenna, SD.AN-5P20-00",8,36000000.0,2,2,4500000.0,,0.01315367978263599
14550,RSMB-242,RG-SPL2016-SC,6,3634800.0,3,3,605800.0,,0.001328083202053481
1459,ALTAI-015,"5GHz, 9dBI , omni antenna with N-male connector ( SD.AN-5M109-00)",1,1213460.0,1,1,1213460.0,,0.0004433740074732631
14600,RSMB-243,RG-APF1250,120,108722287.0,4,4,906019.0583333333,,0.0397249485676069
14602,TPLK-144,TL-WN821N,5,472975.0,1,1,94595.0,,0.0001728156026442294
14603,Robustel-119,"B018739 . R3000-4L. Accessories : 4G Celllular Magnetic Antenna *2, Wifi Dual-Band Magnetic Antenna *1, GNSS Magnetic Antenna *1, EU plug,input 100 to 240VAC,output 12VDC,1.0A,3pin 5mm terminal block with lock *1",20,100239680.0,3,2,5011984.0,,0.03662557367316393
14604,Checkmarx-003,Checkmarx 3rd year subscription,1,900000000.0,1,1,900000000.0,,0.3288419945658999
1461,Sangfor-030,"PM-3100A-1Y . NSF-3100I, Premium bundle , 1 year",3,72630109.5,3,2,24210036.5,,0.02653758897057745
1462,Sangfor-031,"OMMM-M10G . SFP+, 10G , OPTICAL MODULE, MULTI MODE ( 300M ) 850NM",28,17109278.14,6,3,611045.6478571428,,0.006251387943489276
1463,Sangfor-032,"WAFL-3100A-1Y . NSF-3100A-1. NSF3100A-I, WEB APPLICATION FIRWEWALL MODULE, 1 YEAR",3,52807186.5,3,2,17602395.5,,0.01929468948452607
1464,TPLK-055,ER605,10,8246234.2,6,4,824623.42,,0.003013009002206152
14650,RSMB-244,RG-NBF2100S-8GT1SC-P,9,14352660.0,3,3,1594740.0,,0.005244174824140231
14651,RSMB-246,RG-EST100-E,69,31234432.448,22,10,452672.9340289855,,0.0114124367392602
14652,RSMB-247,RG-PA150I-F,37,70639825.0,12,9,1909184.459459459,,0.02581037883198457
14653,SonicWall-084,02-SSC-6799. SonicWall TZ470 Secure Upgrade Plus - Advanced Edition 3YR,4,173303712.0,1,1,43325928.0,,0.06332170924417141
14700,TPLK-142,TL-SG3428XMP,14,74092500.0,7,6,5292321.428571428,,0.0270719172026377
14750,RSMB-251,RG-EG105GWX,72,94166324.31,8,5,1307865.615416667,,0.03440649100782198
14800,TPLK-145,TL-SG1008MP,38,42736640.0,4,3,1124648.421052632,,0.01561511326516091
14850,Quest-055,SFA-FOG-PB-247. Foglight For Oracle Performance Investigator Edition Per Named Instance License/24x7 Maint.,25,2496119200.0,3,2,99844768.0,,0.9120320182247091
14900,Quest-056,SPI-FOG-TB-247. Foglight For SQL Server SQL Performance Investigator Edition Per Named Instance 24x7 Term License/Maint.,31,1021295000.0,2,1,32945000.0,,0.3731607609335341
14901,Quest-058,ESC-FOG-TB-247. Foglight For MYSQL Per Named Instance ( Min Purchase Qty 2 ) 24x7 Term License/Maint. Start Date : 21/08/2024 - 20/08/2025.,4,80067900.0,1,1,20016975.0,,0.0292552088185589
14950,Quest-057,NAK-FOG-TB-247. Foglight For DB2 Per Named Instance 24x7 Term License/Maint. Start Date : 21/08/2024 - 20/08/2025.,7,336103075.0,1,1,48014725.0,,0.1228053395141469
1500,GIGA-001,R282-200,1,73000000.0,1,1,73000000.0,,0.0266727395592341
15000,Quest-059,DPT-FOG-TB-247. Foglight For PostgreSQL Per Named Instance ( Min Purchase QTY 2 ) 24x7 Term License/Maint. Start Date : 21/08/2024 - 20/08/2025,4,80067900.0,1,1,20016975.0,,0.0292552088185589
15001,SonicWall-090,02-SSC-8719. SonicWall NSA 3700 Total Secure - Essential Edition 1YR,2,200432625.0,2,2,100216312.5,,0.07323407131231005
1501,RSMB-134,RG-ES208GC,649,222009977.01,61,31,342080.0878428351,,0.08111800405944218
1504,GIGA-005,"COMPONENTS : SSD 960GB 2.5"" NVME / SAMSUNG PM9A3",1,0.0,1,1,0.0,,0.0
1505,GIGA-006,COMPONENTS : GPU NVIDIA L4 PCIe 24GB 70W,1,0.0,1,1,0.0,,0.0
15050,EnGenius-003,"EWS356-FIT. 2x2 Lite ax1800 indoor ceiling AP, 5dBi internal ant, 1x1G ETH, PoE af, 20dBm output power, OnPrem / Cloud lite controller",37,42360348.8,5,4,1144874.291891892,,0.01547762398877691
1508,ALTAI-001,"SD.A2AC-2224-000, A2x Wifi access point/bridge",7,90300000.0,1,1,12900000.0,,0.03299381345477861
1509,ALTAI-005,2-meter RF cable ( SD.CA-RF-02-LS-00 ),26,16283120.0,4,4,626273.8461538461,,0.005949526287284328
1510,ALTAI-013,Indoor 2.5GbE AC/DC passive PoE 56W ( SD.PE-0016-GS),3,4200000.0,1,1,1400000.0,,0.001534595974640866
15100,SonicWall-091,02-SSC-8209. SonicWall NSA 3700 Total Secure - Essential Edition 3YR,1,130000000.0,1,1,130000000.0,,0.04749939921507442
1512,ALTAI-024,1st Year Annual Technical ( SV.AS-0508-00 ) 5x8 Annual Support For Altai Products,1,0.0,1,1,0.0,,0.0
1514,Quest-001,"BAC-SPO-SAAS-247 (1), SPOTLIGHT CLOUD FOR SQL SERVER PROFESSIONAL FIELD PER MONITORED INSTANCE 24X7 SAAS",1,17960160.0,1,1,17960160.0,,0.006562283152358546
15350,TPLK-146,Tapo C212,5,1648650.0,1,1,329730.0,,0.0006023837270456342
