antecedents,consequents,support,confidence,lift,antecedent support,consequent support,leverage,conviction,rule_str
"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply","E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.007352941176470588,1.0,92.72727272727273,0.007352941176470588,0.010784313725490196,0.007273644752018455,inf,"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
"A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi","E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.006862745098039216,1.0,92.72727272727273,0.006862745098039216,0.010784313725490196,0.006788735101883891,inf,"A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",E003203 Wifi,0.010294117647058823,0.9545454545454546,92.72727272727273,0.010784313725490196,0.010294117647058823,0.010183102652825836,21.773529411764727,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> E003203 Wifi"
E003203 Wifi,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.010294117647058823,1.0,92.72727272727273,0.010294117647058823,0.010784313725490196,0.010183102652825836,inf,"E003203 Wifi -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
"A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi, S012005 EU Plug Power Supply","E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.006862745098039216,1.0,92.72727272727273,0.006862745098039216,0.010784313725490196,0.006788735101883891,inf,"A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi, S012005 EU Plug Power Supply -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",S012005 EU Plug Power Supply,0.009313725490196078,0.8636363636363636,92.72727272727273,0.010784313725490196,0.009313725490196078,0.009213283352556709,7.265032679738563,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> S012005 EU Plug Power Supply"
S012005 EU Plug Power Supply,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.009313725490196078,1.0,92.72727272727273,0.009313725490196078,0.010784313725490196,0.009213283352556709,inf,"S012005 EU Plug Power Supply -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;","A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi, S012005 EU Plug Power Supply",0.006862745098039216,0.6363636363636364,92.72727272727273,0.010784313725490196,0.006862745098039216,0.006788735101883891,2.731127450980392,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> A004700714. B048703. R1510-4L_EC25-AU., E003203 Wifi, S012005 EU Plug Power Supply"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;","E003203 Wifi, S012005 EU Plug Power Supply",0.008823529411764706,0.8181818181818181,92.72727272727272,0.010784313725490196,0.008823529411764706,0.008728373702422146,5.451470588235292,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> E003203 Wifi, S012005 EU Plug Power Supply"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;","A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply",0.007352941176470588,0.6818181818181818,92.72727272727272,0.010784313725490196,0.007352941176470588,0.007273644752018455,3.1197478991596634,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply"
E003203 Wifi,S012005 EU Plug Power Supply,0.008823529411764706,0.8571428571428571,92.03007518796993,0.010294117647058823,0.009313725490196078,0.008727652825836216,6.9348039215686255,E003203 Wifi -> S012005 EU Plug Power Supply
S012005 EU Plug Power Supply,E003203 Wifi,0.008823529411764706,0.9473684210526315,92.03007518796993,0.009313725490196078,0.010294117647058823,0.008727652825836216,18.804411764705865,S012005 EU Plug Power Supply -> E003203 Wifi
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi",S012005 EU Plug Power Supply,0.008823529411764706,0.8571428571428571,92.03007518796993,0.010294117647058823,0.009313725490196078,0.008727652825836216,6.9348039215686255,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi -> S012005 EU Plug Power Supply"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply",E003203 Wifi,0.008823529411764706,0.9473684210526315,92.03007518796993,0.009313725490196078,0.010294117647058823,0.008727652825836216,18.804411764705865,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply -> E003203 Wifi"
E003203 Wifi,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply",0.008823529411764706,0.8571428571428571,92.03007518796993,0.010294117647058823,0.009313725490196078,0.008727652825836216,6.9348039215686255,"E003203 Wifi -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply"
S012005 EU Plug Power Supply,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi",0.008823529411764706,0.9473684210526315,92.03007518796993,0.009313725490196078,0.010294117647058823,0.008727652825836216,18.804411764705865,"S012005 EU Plug Power Supply -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi"
"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply","E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi",0.006862745098039216,0.9333333333333333,90.66666666666667,0.007352941176470588,0.010294117647058823,0.006787053056516724,14.845588235294121,"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply -> E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi"
"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply",E003203 Wifi,0.006862745098039216,0.9333333333333333,90.66666666666667,0.007352941176470588,0.010294117647058823,0.006787053056516724,14.845588235294121,"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply -> E003203 Wifi"
"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",E003203 Wifi,0.006862745098039216,0.9333333333333333,90.66666666666667,0.007352941176470588,0.010294117647058823,0.006787053056516724,14.845588235294121,"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz; -> E003203 Wifi"
"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply",E003203 Wifi,0.006862745098039216,0.9333333333333333,90.66666666666667,0.007352941176470588,0.010294117647058823,0.006787053056516724,14.845588235294121,"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply -> E003203 Wifi"
"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi","A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply",0.006862745098039216,0.6666666666666666,90.66666666666666,0.010294117647058823,0.007352941176470588,0.006787053056516724,2.977941176470588,"E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, E003203 Wifi -> A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply"
E003203 Wifi,"A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply",0.006862745098039216,0.6666666666666666,90.66666666666666,0.010294117647058823,0.007352941176470588,0.006787053056516724,2.977941176470588,"E003203 Wifi -> A004700714. B048703. R1510-4L_EC25-AU., S012005 EU Plug Power Supply"
E003203 Wifi,"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;",0.006862745098039216,0.6666666666666666,90.66666666666666,0.010294117647058823,0.007352941176470588,0.006787053056516724,2.977941176470588,"E003203 Wifi -> A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;"
E003203 Wifi,"A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply",0.006862745098039216,0.6666666666666666,90.66666666666666,0.010294117647058823,0.007352941176470588,0.006787053056516724,2.977941176470588,"E003203 Wifi -> A004700714. B048703. R1510-4L_EC25-AU., E003168 4G Cellular Rubber Antenna 824-960MHz,1710-2400MHz;, S012005 EU Plug Power Supply"
"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket.","55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket. -> 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket.","23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket. -> 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
21156005. WB1M0BRACKET01Wall Mount Bracket.,"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket. -> 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
21156005. WB1M0BRACKET01Wall Mount Bracket.,"02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket. -> 02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
"21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL","02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL -> 02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
21156005. WB1M0BRACKET01Wall Mount Bracket.,"23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket. -> 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL","55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL -> 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
"21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL","55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL -> 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
21156005. WB1M0BRACKET01Wall Mount Bracket.,"02170477.HWA-01ideashare Key, 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",0.005392156862745098,0.44000000000000006,81.60000000000001,0.012254901960784314,0.005392156862745098,0.005326076509034987,1.7760854341736696,"21156005. WB1M0BRACKET01Wall Mount Bracket. -> 02170477.HWA-01ideashare Key, 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas."
"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",21156005. WB1M0BRACKET01Wall Mount Bracket.,0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket."
"23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.","02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket.",0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket."
"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.","02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket.",0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket."
"02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.","21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL",0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL"
"02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",21156005. WB1M0BRACKET01Wall Mount Bracket.,0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"02170477.HWA-01ideashare Key, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket."
"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.","21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL",0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL"
"02170477.HWA-01ideashare Key, 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",21156005. WB1M0BRACKET01Wall Mount Bracket.,0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"02170477.HWA-01ideashare Key, 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket."
"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.","02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL",0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL"
"23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas.",21156005. WB1M0BRACKET01Wall Mount Bracket.,0.005392156862745098,1.0,81.6,0.005392156862745098,0.012254901960784314,0.005326076509034987,inf,"23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL, 55150693. IHB2-86SUHUAWEI-IdeaHub Board 2, IHB2-86SU, Intelligent Collaboration Device 86-inch infrared screen, jade white,overseas. -> 21156005. WB1M0BRACKET01Wall Mount Bracket."
21156005. WB1M0BRACKET01Wall Mount Bracket.,"21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches ), 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL",0.009313725490196078,0.7600000000000001,77.52000000000001,0.012254901960784314,0.00980392156862745,0.00919357939254133,4.1258169934640545,"21156005. WB1M0BRACKET01Wall Mount Bracket. -> 21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches ), 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL"
"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL",21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches ),0.009313725490196078,0.7600000000000001,77.52000000000001,0.012254901960784314,0.00980392156862745,0.00919357939254133,4.1258169934640545,"02170477.HWA-01ideashare Key, 21156005. WB1M0BRACKET01Wall Mount Bracket., 23080128. IHC Digital Conference System Components,IHC,IdeaHub,Controller,BULL -> 21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches )"
21156005. WB1M0BRACKET01Wall Mount Bracket.,21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches ),0.009313725490196078,0.7600000000000001,77.52000000000001,0.012254901960784314,0.00980392156862745,0.00919357939254133,4.1258169934640545,21156005. WB1M0BRACKET01Wall Mount Bracket. -> 21155908. WB1M0IDEAHUB07 HUAWEI Ideahub White Rolling Stand II ( 65/75/86 inches )
